id,name,rating,genre,plot_summary,poster_url,release_year,duration,type
13,"Mantis ",8,"Action, Sci-Fi","Mantis follows an elite operative equipped with advanced technology and unparalleled combat skills, sent on a high-stakes mission to stop a global threat. The plot intertwines futuristic gadgets, espionage, and intense action sequences with a deeper exploration of human resilience, morality, and identity. As Mantis confronts formidable enemies and faces life-altering decisions, the narrative delves into themes of loyalty, trust, and the cost of power. With suspense, high-octane battles, and a richly detailed world, 'Mantis' delivers an exhilarating cinematic experience that merges science fiction and action in a compelling story of heroism and strategy.",https://m.media-amazon.com/images/M/MV5BZDQ2MmEwZmMtNzA4MC00MjljLWIyOWItZjhhMmI0NWJhNzJmXkEyXkFqcGc@._V1_.jpg,2025,1 Hrs 48 Mins,MOVIE
14,"French Lover ",8,"Romance, Drama","French Lover follows the passionate and intricate story of two star-crossed lovers navigating the complexities of modern romance. Set against the vibrant backdrop of Paris, the narrative delves into love, betrayal, and self-discovery. Omar Sy’s character is a charming yet conflicted man whose past relationships continue to haunt him. Sara Giraudeau portrays a woman torn between duty and desire, while Pascale Arbillot adds layers of intrigue as a figure who subtly influences the central romance. The film explores the nuances of connection, trust, and the human heart’s capacity for both joy and heartbreak. Twists, misunderstandings, and moments of intense emotional resonance keep the story engaging, culminating in a reflective and satisfying conclusion about love, forgiveness, and personal growth.",https://m.media-amazon.com/images/M/MV5BZjE0Y2M4N2EtODMxNi00NGUyLTk1YzMtYjI5OGY2N2MyNTEyXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2025,1 Hrs 48 Mins,MOVIE
15,"All the Devils are Here ",8,"Thriller, Mystery","All the Devils are Here tells the story of a high-stakes investigation that exposes a web of corruption and hidden agendas. Eddie Marsan plays a seasoned detective, while Sam Claflin portrays a morally ambiguous figure whose actions complicate the pursuit of justice. Burn Gorman’s character adds tension, creating a triangle of suspicion and deceit. The plot unfolds in a gripping series of events that challenge perception, morality, and the limits of law. From clandestine meetings to shocking revelations, the narrative keeps audiences on edge as the protagonists navigate betrayal, danger, and ethical dilemmas. Themes of loyalty, vengeance, and redemption drive the story, providing a thrilling cinematic experience full of suspense, intrigue, and complex character dynamics.",https://m.media-amazon.com/images/M/MV5BZWJmZjYxNDktMWE5YS00ZDlhLTg5NTgtNjA1MjMwYzBkMjZmXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2025,1 Hrs 27 Mins,MOVIE
16,"The Home ",8,"Drama, Thriller","The Home explores the emotional journey of individuals seeking refuge, belonging, and identity within the confines of a single location that holds both comfort and danger. Pete Davidson plays a young man struggling with personal demons, while John Glover’s character represents authority and traditional expectations. Mugga adds a vibrant layer to the ensemble, bringing depth and empathy to the narrative. The film blends tension and introspection, highlighting the clash between personal freedom and societal constraints. Through suspenseful twists, heartfelt interactions, and moments of profound reflection, 'The Home' addresses themes of family, trust, and the human need for connection, culminating in a narrative that resonates emotionally while maintaining gripping drama.",https://m.media-amazon.com/images/M/MV5BZTEzZTFhODQtMDYxZi00YTdmLWIzN2UtYzMyODQxMmU2YzZmXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2025,1 Hrs 35 Mins,MOVIE
17,"The Fantastic Four First Steps ",8,"Action, Sci-Fi, Adventure","The Fantastic Four First Steps chronicles the origin story of the iconic superhero team as they discover their extraordinary powers and confront a looming global threat. Pedro Pascal leads as the strategic thinker of the group, Vanessa Kirby portrays the empathetic yet strong-willed hero, and Ebon Moss-Bachrach provides intelligence and humor. Their journey is filled with personal challenges, moral dilemmas, and high-stakes battles that test their unity and courage. As they navigate unexpected obstacles, their teamwork, resilience, and determination are highlighted. The narrative combines thrilling action sequences, scientific marvels, and heartfelt character arcs, ultimately presenting a story about growth, heroism, and the responsibilities that come with power.",https://m.media-amazon.com/images/M/MV5BOGM5MzA3MDAtYmEwMi00ZDNiLTg4MDgtMTZjOTc0ZGMyNTIwXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2025,1 Hrs 55 Mins,MOVIE
18,"The Surfer ",8,"Adventure, Drama","The Surfer tells the story of a seasoned surfer (Nicolas Cage) mentoring a young prodigy (Finn Little) in a small coastal town. The narrative explores themes of legacy, perseverance, and the human spirit’s connection to nature. As waves crash and challenges arise, the characters face both physical and emotional trials, learning valuable lessons about resilience, friendship, and self-discovery. Rahel Romahn’s character adds complexity and emotional depth, influencing the protagonists’ journey. The film combines breathtaking surfing sequences, intimate human interactions, and moments of suspense, offering a visually stunning and emotionally engaging cinematic experience that celebrates determination, passion, and personal growth.",https://m.media-amazon.com/images/M/MV5BMmNjNTZiNTEtMWQ1NC00YmQ4LWFhYjktMzZhOGM2MDhmMTAxXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2025,1 Hrs 40 Mins,MOVIE
19,"28 Years Later ",8,"Thriller, Action","28 Years Later is a gripping tale of survival, revenge, and societal collapse. Jodie Comer leads as a protagonist haunted by past events, while Aaron Taylor-Johnson and Ralph Fiennes portray individuals whose actions and choices intertwine with hers in unexpected ways. Set in a world on the brink of chaos, the film explores themes of trust, morality, and human resilience. Intense action sequences, strategic confrontations, and dramatic moments build tension as the story examines the long-term consequences of violence and vengeance. The narrative delves deep into character psychology and the impact of trauma, providing a cinematic experience rich with suspense, emotion, and moral complexity.",https://m.media-amazon.com/images/M/MV5BN2FjMjU2YjMtZjAyNS00YzM1LWE0MmMtMWE0OGY4MjVkMWYyXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2025,1 Hrs 55 Mins,MOVIE
20,"She Said Maybe ",8,"Romance, Drama","She Said Maybe explores the lives of three interconnected characters navigating love, uncertainty, and the complexity of human relationships. Mehmet Atesci, Beritan Balci, and Ilknur Boyraz deliver performances that highlight the nuanced emotions, choices, and conflicts that arise when love is tested. Through moments of intimacy, heartbreak, and revelation, the narrative examines personal growth, self-discovery, and the consequences of decisions made in the name of affection. The story is layered with tension, humor, and poignant reflection, culminating in a journey that celebrates the resilience of the human heart and the power of hope, forgiveness, and connection.",https://m.media-amazon.com/images/M/MV5BZWI3OWFjMTctZDJlZi00ZDM0LTgxYTUtN2VhZDBjYjExMzI0XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2025,1 Hrs 47 Mins,MOVIE
21,"Neighborhood Watch ",8,"Comedy, Thriller","Neighborhood Watch follows a group of residents who, in their quest to maintain order in their community, uncover secrets far beyond their imagination. Jeffrey Dean Morgan, Jack Quaid, and Malin Akerman lead a cast navigating the balance between vigilance, fear, and humor. The film combines comedic situations with suspenseful twists, as the characters’ personal lives and neighborhood responsibilities collide in unexpected ways. Themes of trust, human nature, and societal expectations are explored, delivering a narrative that is simultaneously entertaining and thought-provoking. Through tension, laughter, and dramatic encounters, 'Neighborhood Watch' keeps audiences engaged from start to finish.",https://m.media-amazon.com/images/M/MV5BZWZjZWViYTUtNmJiNS00Y2Q0LTkyODktMGNkODNkZDRmMjM4XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2025,1 Hrs 32 Mins,MOVIE
22,"Elio ",8,"Adventure, Family","Elio is a heartwarming adventure that follows the journey of a young protagonist (Yonas Kibreab) as he navigates friendship, self-discovery, and unexpected challenges. Zoe Saldaña and Remy Edgerly provide supporting roles that guide and influence Elio’s growth. The narrative balances humor, suspense, and heartfelt moments, emphasizing themes of courage, perseverance, and the importance of empathy. Through trials, triumphs, and valuable life lessons, Elio learns the power of kindness, resilience, and the impact one individual can have on others. The story is a rich tapestry of adventure, emotional resonance, and positive messages for audiences of all ages.",https://m.media-amazon.com/images/M/MV5BOWE5ZDMyMWEtOTZjMi00YzFhLWE4OTEtNDc3MDMzZjFmMmIzXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2025,1 Hrs 38 Mins,MOVIE
23,"Trust ",8,"Thriller, Drama","Trust follows a young woman (Sophie Turner) whose life is upended when she uncovers a web of deceit surrounding those closest to her. Rhys Coiro and Billy Campbell portray characters whose actions challenge her perception of truth, loyalty, and morality. The narrative explores themes of betrayal, justice, and personal empowerment, with suspenseful twists that keep the tension high. As the protagonist navigates dangerous situations, she must confront both external threats and internal doubts, leading to a journey of self-discovery, courage, and resolution. 'Trust' is a gripping story of resilience, human complexity, and the power of discernment in a world fraught with uncertainty.",https://m.media-amazon.com/images/M/MV5BNTVlNTkyYWUtZTRkOS00YmM2LWIyZWItNTFjNTU0MDBlMDFhXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2025,1 Hrs 30 Mins,MOVIE
24,"Rebel Royals: An Unlikely Love Story ",8,"Romance, Drama","Rebel Royals: An Unlikely Love Story follows the story of two individuals from opposing worlds who are drawn together by fate and circumstance. Lars Berteig Andersen portrays a rebellious royal struggling with expectations of duty, while Derek Jameson plays a commoner whose life is shaped by hardship and resilience. Matthew Dennis Lewis adds depth as a friend and advisor, navigating loyalties and secrets. Amid lavish palaces, political intrigue, and societal pressures, the story explores forbidden love, personal growth, and the struggle to challenge tradition. Themes of courage, forgiveness, and the transformative power of love drive the narrative. Packed with emotional depth, romantic tension, and captivating twists, the film delivers a compelling story of love against all odds, highlighting the cost and reward of defying societal norms.",https://m.media-amazon.com/images/M/MV5BZjdhMzUwMDEtNzgzZi00Zjg0LTllNTUtYzgxZTNkOWIwMGEzXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2025,1 Hrs 35 Mins,MOVIE
25,"Demon Slayer: Kimetsu no Yaiba - Infinity Castle ",8,"Action, Adventure, Fantasy","Demon Slayer: Kimetsu no Yaiba - Infinity Castle continues the epic journey of Tanjiro and his comrades as they face their most formidable foes yet. Zach Aguilar voices Tanjiro, Johnny Yong Bosch brings intensity to his allies, and Griffin Burns adds emotional depth to the ensemble cast. The story unfolds within the Infinity Castle, a labyrinthine realm of unimaginable power and danger where demons have multiplied, and the ultimate villain awaits. The heroes must confront their fears, push their limits, and work as a team to overcome challenges that test both their physical and emotional endurance. Themes of courage, sacrifice, friendship, and resilience are woven throughout, with breathtaking battles, stunning animation, and moments of profound emotional resonance. Every choice carries consequences, and the fate of humanity hangs in the balance, making this installment a thrilling and heartfelt continuation of the beloved saga.",https://m.media-amazon.com/images/M/MV5BMDg2Y2UxYTItMTViNi00ODA5LTljM2ItYzhiZDZmODQwOTE0XkEyXkFqcGc@._V1_.jpg,2025,2 Hrs 35 Mins,MOVIE
26,"The Wrong Paris ",8,"Romance, Comedy, Drama","The Wrong Paris follows the story of a young woman (Miranda Cosgrove) whose dream trip to Paris takes unexpected twists and turns when mistaken identities, misunderstandings, and chance encounters throw her plans into chaos. Pierson Fode and Madison Pettis provide support as new friends and potential love interests, adding humor, tension, and romance. The film explores themes of adventure, self-discovery, and the serendipitous nature of life. From charming Parisian streets to dramatic confrontations and heartfelt moments, the narrative balances comedy, romance, and personal growth. As the protagonist navigates the highs and lows of love, friendship, and unexpected challenges, audiences are treated to a cinematic journey filled with laughter, emotion, and reflection, ultimately celebrating courage, adaptability, and the magic of life’s surprises.",https://m.media-amazon.com/images/M/MV5BODI5YjkzZTAtYTE1ZC00ZWMxLTk4ODUtOGIwMzg3MzcyZjMyXkEyXkFqcGc@._V1_.jpg,2025,1 Hrs 45 Mins,MOVIE
27,"The Ritual ",8,"Horror, Thriller","The Ritual follows a chilling story where an ancient curse and supernatural forces collide with human fears. Al Pacino portrays a seasoned investigator confronting dark mysteries, Dan Stevens plays a skeptic drawn into the terrifying events, and Ashley Greene adds a personal and emotional dimension to the narrative. The story unfolds in an isolated setting where rituals, legends, and hidden secrets converge, creating an atmosphere of suspense, dread, and psychological tension. The characters must navigate moral dilemmas, confront their deepest fears, and decipher cryptic clues to survive. Themes of belief, courage, and human resilience are explored, with a narrative rich in plot twists, eerie visuals, and heart-stopping suspense. 'The Ritual' immerses audiences in a gripping and haunting tale where every choice has a terrifying consequence.",https://m.media-amazon.com/images/M/MV5BYjc5ZTA4ZjUtOTY2ZS00MjA0LTkxNGUtNDc1ZDVlOTU2ZGQ2XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2025,1 Hrs 38 Mins,MOVIE
28,"Nobody 2 ",8,"Action, Thriller","Nobody 2 picks up where the first installment left off, following the unlikely hero (Bob Odenkirk) as he is thrust into a world of danger, espionage, and revenge. Connie Nielsen provides a strong supporting role, while Christopher Lloyd adds unexpected intrigue. The protagonist’s ordinary life is shattered as he confronts criminals, corrupt officials, and personal demons. With high-octane action sequences, inventive fight choreography, and escalating stakes, the story explores themes of redemption, family loyalty, and the cost of past choices. Intense confrontations, thrilling escapes, and moments of dark humor propel the narrative forward, creating a cinematic experience that balances suspense, character depth, and relentless energy. 'Nobody 2' is an exhilarating continuation that pushes the hero to his limits, testing courage, wit, and resilience.",https://m.media-amazon.com/images/M/MV5BZWYzNGUzNWUtMGRhMy00ODU3LTliZWEtNzA1ODBmNDM3ODk3XkEyXkFqcGc@._V1_.jpg,2025,1 Hrs 29 Mins,MOVIE
29,"Kontrabida Academy ",8,"Comedy, Action, Drama","Kontrabida Academy is a vibrant and entertaining story of a unique school that trains unconventional heroes in the art of strategy, resilience, and daring exploits. Eugene Domingo, Barbie Forteza, and Jameson Blake bring to life a cast of characters each with their quirks, ambitions, and personal challenges. The narrative combines humor, adventure, and heartfelt drama as students navigate competitions, rivalries, and mentorships, learning valuable lessons about teamwork, integrity, and courage. Themes of personal growth, friendship, and determination are interwoven with comedic situations and exciting set pieces. 'Kontrabida Academy' delivers a story full of laughs, emotional moments, and inspiring victories, celebrating individuality and the transformative power of education and mentorship.","https://m.media-amazon.com/images/M/MV5BZGU2ZTE2NDEtNGU2OC00ODA4LWFlMDMtMGE0NjZhMzJjYTRiXkEyXkFqcGc@._V1_QL75_UY281_CR18,0,190,281_.jpg",2025,1 Hrs 47 Mins,MOVIE
30,"The Conjuring: Last Rites ",8,"Horror, Mystery","The Conjuring: Last Rites follows paranormal investigators (Vera Farmiga and Patrick Wilson) as they confront one of the most terrifying and complex supernatural cases of their careers, aided by Elliot Cowan. Set in a haunted location with dark secrets, the story combines chilling supernatural occurrences, suspenseful encounters, and intense psychological tension. The investigators must piece together cryptic clues, confront malevolent entities, and protect the innocent while facing their own fears and doubts. Themes of courage, faith, and resilience are explored throughout. With spine-tingling moments, shocking revelations, and a meticulously crafted atmosphere, 'The Conjuring: Last Rites' delivers a gripping, terrifying, and emotionally engaging horror experience that keeps audiences on edge until the final scene.",https://m.media-amazon.com/images/M/MV5BOTdlYTJhMWMtNTY4Yi00ZGZkLWI2MzEtNjJjYTQyODg0NTliXkEyXkFqcGc@._V1_.jpg,2025,2 Hrs 15 Mins,MOVIE
31,"The Bad Guys 2 ",8,"Animation, Action, Comedy","The Bad Guys 2 follows the hilarious and action-packed adventures of a group of mischievous characters as they navigate new challenges and attempt daring heists while facing unexpected consequences. Joey Naber voices the clever leader, Omid Djalili portrays a comic foil, and Monia Ayachi adds charm and wit to the ensemble. The narrative blends humor, excitement, and heartfelt lessons about friendship, loyalty, and personal growth. From elaborate schemes to slapstick moments and moral dilemmas, the story balances entertainment with meaningful messages. The vibrant animation, witty dialogue, and fast-paced action make 'The Bad Guys 2' a fun and engaging experience for audiences of all ages.",https://m.media-amazon.com/images/M/MV5BZDU5OWM2NDctZTA4MS00YTJmLWJiZTItOTFkZWUwMGU2OWU5XkEyXkFqcGc@._V1_.jpg,2025,1 Hrs 44 Mins,MOVIE
32,"Thunderbolts ",8,"Action, Superhero","Thunderbolts tells the story of a group of morally ambiguous heroes brought together for a high-stakes mission that challenges their ethics, loyalty, and personal ambitions. Florence Pugh leads a team of skilled operatives, with Sebastian Stan providing tactical prowess, and Julia Louis-Dreyfus portraying a cunning strategist who pushes them to their limits. As the team navigates dangerous missions, internal conflicts, and external threats, they must learn to cooperate despite clashing personalities. Themes of redemption, power, trust, and the cost of choices are central to the narrative. With thrilling action sequences, complex character arcs, and high-stakes intrigue, 'Thunderbolts' delivers a compelling superhero story where heroism is tested and the line between good and evil blurs.",https://m.media-amazon.com/images/M/MV5BYWE2NmNmYTItZGY0ZC00MmY2LTk1NDAtMGUyMGEzMjcxNWM0XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2025,1 Hrs 44 Mins,MOVIE
33,"Superman ",8,"Action, Superhero, Adventure","Superman (2025) chronicles the journey of David Corenswet as Clark Kent, the iconic superhero who must navigate the challenges of his dual identity while protecting the world from formidable threats. Rachel Brosnahan portrays a pivotal character who brings insight, emotional depth, and conflict to Clark’s journey, while Nicholas Hoult’s antagonist forces the hero to confront his limits. The story blends breathtaking action, moral dilemmas, and moments of introspection as Superman balances duty, personal connections, and the consequences of his powers. Themes of responsibility, courage, justice, and hope are central to the narrative, while spectacular set pieces and emotional arcs deliver a cinematic experience that honors the legacy of one of the world’s most beloved superheroes.",https://m.media-amazon.com/images/M/MV5BNzJjNDYxYzUtNTBkYy00NDY3LWIyMzUtOTBhODRjOTM4ZTgxXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2025,1 Hrs 44 Mins,MOVIE
34,"The Truth About Jussie Smollett ",8,"Documentary, Drama","The Truth About Jussie Smollett explores the controversial events surrounding Jussie Smollett’s life and career, focusing on the public scrutiny, media attention, and legal challenges that shaped his story. The narrative delves into the complexities of fame, personal accountability, and the power of media narratives in shaping public perception. Through interviews, archival footage, and dramatized moments, the film examines the intricate dynamics between celebrity culture, societal expectations, and personal decisions. Themes of truth, perception, morality, and resilience are central, offering audiences a thought-provoking exploration of how individual actions and public opinion intersect in high-profile controversies. The documentary-style approach, combined with emotional insight and contextual analysis, provides a detailed and balanced perspective on the events, controversies, and implications surrounding Smollett’s story.",https://m.media-amazon.com/images/M/MV5BNmVkM2I5NzMtNTI2OS00ZjRmLTg5NmQtMWE1ZjQ4MjhmYzQ3XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2025,1 Hrs 30 Mins,MOVIE
35,"The Map That Leads to You ",8,"Romance, Adventure, Drama","The Map That Leads to You follows a young protagonist on a journey of self-discovery, love, and personal growth. Madelyn Cline’s character navigates unexpected challenges and serendipitous encounters that bring her closer to understanding her heart and purpose, while KJ Apa and Sofia Wylie provide complementary roles that influence her journey through friendship, romance, and mentorship. The narrative blends emotional depth with adventure, exploring themes of destiny, choice, and the transformative power of relationships. Set against picturesque landscapes and filled with heartfelt moments, the story captures the highs and lows of following one’s path, emphasizing resilience, hope, and the beauty of embracing life’s twists and turns. A cinematic journey of love, self-discovery, and personal evolution, this film engages audiences with romance, suspense, and heartfelt storytelling.",https://m.media-amazon.com/images/M/MV5BYmViMTI1OTktOGRkZS00YjdmLWFhNGMtMWMwNTRmZWY3MmI4XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2025,1 Hrs 36 Mins,MOVIE
